"Addon Id","Name","Invoice Name","Type","Pricing Model","Charge Type","Price","Period","Period Unit","Unit","Status","Archived At","Description","Currency","SKU","Accounting Code","Accounting Category1","Accounting Category2","Accounting Category3","Accounting Category4","Taxable","Price in Decimal"
"content_writer_81908_recurring_RON","content_writer_81908_recurring_RON","1 Writer Add-on, 0 add. articles","On Off","Flat Fee","Recurring","244.00","1","Month","","Active","","1 Writer Add-on, 0 add. articles","RON","","","","","","","true",""
"content_writer_81909_recurring_EUR","content_writer_81909_recurring_EUR","1 Writer Add-on, 0 add. articles","On Off","Flat Fee","Recurring","49.00","1","Month","","Active","","1 Writer Add-on, 0 add. articles","EUR","","","","","","","true",""
"content_writer_81913_recurring_EUR","content_writer_81913_recurring_EUR","1 Writer Add-on, 0 add. articles","On Off","Flat Fee","Recurring","49.00","1","Month","","Active","","1 Writer Add-on, 0 add. articles","EUR","","","","","","","true",""
"content_writer_81918_recurring_EUR","content_writer_81918_recurring_EUR","1 Writer Add-on, 0 add. articles","On Off","Flat Fee","Recurring","49.00","1","Month","","Active","","1 Writer Add-on, 0 add. articles","EUR","","","","","","","true",""
"content_writer_81916_recurring_EUR","content_writer_81916_recurring_EUR","1 Writer Add-on, 0 add. articles","On Off","Flat Fee","Recurring","49.00","1","Month","","Active","","1 Writer Add-on, 0 add. articles","EUR","","","","","","","true",""
"content_writer_81923_recurring_EUR","content_writer_81923_recurring_EUR","1 Writer Add-on, 0 Add. articles","On Off","Flat Fee","Recurring","49.00","1","Month","","Active","","1 Writer Add-on, 0 Add. articles","EUR","","","","","","","true",""
"content_writer_81925_recurring_EUR","content_writer_81925_recurring_EUR","1 Writer Add-on, 0 Add. articles","On Off","Flat Fee","Recurring","49.00","1","Month","","Active","","1 Writer Add-on, 0 Add. articles","EUR","","","","","","","true",""
"content_writer_81944_recurring_RON","content_writer_81944_recurring_RON","10 articles","On Off","Flat Fee","Recurring","249.00","1","Month","","Active","","10 articles","RON","","","","","","","true",""
"content_writer_81945_recurring_EUR","content_writer_81945_recurring_EUR","1 Writer Add-on, 0 add. articles","On Off","Flat Fee","Recurring","49.00","1","Month","","Active","","1 Writer Add-on, 0 add. articles","EUR","","","","","","","true",""
"content_writer_81947_recurring_EUR","content_writer_81947_recurring_EUR","1 Writer Add-on, 0 add. articles","On Off","Flat Fee","Recurring","49.00","1","Month","","Active","","1 Writer Add-on, 0 add. articles","EUR","","","","","","","true",""
"content_writer_81948_recurring_EUR","content_writer_81948_recurring_EUR","1 Writer Add-on, 0 add. articles","On Off","Flat Fee","Recurring","49.00","1","Month","","Active","","1 Writer Add-on, 0 add. articles","EUR","","","","","","","true",""
"content_writer_81949_recurring_EUR","content_writer_81949_recurring_EUR","1 Writer Add-on, 0 add. articles","On Off","Flat Fee","Recurring","49.00","1","Month","","Active","","1 Writer Add-on, 0 add. articles","EUR","","","","","","","true",""
"content_writer_81953_recurring_EUR","content_writer_81953_recurring_EUR","1 Writer Add-on, 0 add. articles","On Off","Flat Fee","Recurring","49.00","1","Month","","Active","","1 Writer Add-on, 0 add. articles","EUR","","","","","","","true",""
"content_writer_81954_recurring_EUR","content_writer_81954_recurring_EUR","1 Writer Add-on, 0 add. articles","On Off","Flat Fee","Recurring","49.00","1","Month","","Active","","1 Writer Add-on, 0 add. articles","EUR","","","","","","","true",""
"content_writer_81960_recurring_EUR","content_writer_81960_recurring_EUR","1 Writer Add-on, 0 add. articles","On Off","Flat Fee","Recurring","49.00","1","Month","","Active","","1 Writer Add-on, 0 add. articles","EUR","","","","","","","true",""
"content_writer_81958_recurring_RON","content_writer_81958_recurring_RON","1 Writer Add-on, 0 add. articles","On Off","Flat Fee","Recurring","244.00","1","Month","","Active","","1 Writer Add-on, 0 add. articles","RON","","","","","","","true",""
"content_writer_81968_recurring_EUR","content_writer_81968_recurring_EUR","1 Writer Add-on, 0 add. articles","On Off","Flat Fee","Recurring","49.00","1","Month","","Active","","1 Writer Add-on, 0 add. articles","EUR","","","","","","","true",""
"content_writer_81952_recurring_RON","content_writer_81952_recurring_RON","10 articles","On Off","Flat Fee","Recurring","250.00","1","Month","","Active","","10 articles","RON","","","","","","","true",""
"content_writer_81975_recurring_EUR","content_writer_81975_recurring_EUR","1 Writer Add-on, 0 add. articles","On Off","Flat Fee","Recurring","49.00","1","Month","","Active","","1 Writer Add-on, 0 add. articles","EUR","","","","","","","true",""
"content_writer_81976_recurring_EUR","content_writer_81976_recurring_EUR","1 Writer Add-on, 0 add. articles","On Off","Flat Fee","Recurring","49.00","1","Month","","Active","","1 Writer Add-on, 0 add. articles","EUR","","","","","","","true",""
"content_writer_81977_recurring_RON","content_writer_81977_recurring_RON","1 Writer Add-on, 0 add. articles","On Off","Flat Fee","Recurring","244.00","1","Month","","Active","","1 Writer Add-on, 0 add. articles","RON","","","","","","","true",""
"content_writer_81915_recurring_EUR","content_writer_81915_recurring_EUR","1 Writer Add-on, 0 add. articles","On Off","Flat Fee","Recurring","49.00","1","Month","","Active","","1 Writer Add-on, 0 add. articles","EUR","","","","","","","true",""
"content_writer_81978_recurring_EUR","content_writer_81978_recurring_EUR","1 Writer Add-on, 0 add. articles","On Off","Flat Fee","Recurring","49.00","1","Month","","Active","","1 Writer Add-on, 0 add. articles","EUR","","","","","","","true",""
"content_writer_81981_recurring_EUR","content_writer_81981_recurring_EUR","1 Writer Add-on, 0 add. articles","On Off","Flat Fee","Recurring","49.00","1","Month","","Active","","1 Writer Add-on, 0 add. articles","EUR","","","","","","","true",""
"content_writer_81984_recurring_EUR","content_writer_81984_recurring_EUR","1 Writer Add-on, 0 add. articles","On Off","Flat Fee","Recurring","49.00","1","Month","","Active","","1 Writer Add-on, 0 add. articles","EUR","","","","","","","true",""
"content_writer_81986_recurring_EUR","content_writer_81986_recurring_EUR","1 Writer Add-on, 0 add. articles","On Off","Flat Fee","Recurring","49.00","1","Month","","Active","","1 Writer Add-on, 0 add. articles","EUR","","","","","","","true",""
"content_writer_81987_recurring_EUR","content_writer_81987_recurring_EUR","1 Writer Add-on, 0 add. articles","On Off","Flat Fee","Recurring","49.00","1","Month","","Active","","1 Writer Add-on, 0 add. articles","EUR","","","","","","","true",""
"content_writer_81988_recurring_EUR","content_writer_81988_recurring_EUR","1 Writer Add-on, 0 add. articles","On Off","Flat Fee","Recurring","49.00","1","Month","","Active","","1 Writer Add-on, 0 add. articles","EUR","","","","","","","true",""
"content_writer_81993_recurring_EUR","content_writer_81993_recurring_EUR","1 Writer Add-on, 0 add. articles","On Off","Flat Fee","Recurring","49.00","1","Month","","Active","","1 Writer Add-on, 0 add. articles","EUR","","","","","","","true",""
"content_writer_81998_recurring_RON","content_writer_81998_recurring_RON","10 articles","On Off","Flat Fee","Recurring","0.00","1","Month","","Active","","10 articles","RON","","","","","","","true",""
"content_writer_81999_recurring_EUR","content_writer_81999_recurring_EUR","1 Writer Add-on, 0 add. articles","On Off","Flat Fee","Recurring","49.00","1","Month","","Active","","1 Writer Add-on, 0 add. articles","EUR","","","","","","","true",""
"content_writer_81959_recurring_RON","content_writer_81959_recurring_RON","1 Writer Add-on, 0 add. articles","On Off","Flat Fee","Recurring","244.00","1","Month","","Active","","1 Writer Add-on, 0 add. articles","RON","","","","","","","true",""
"content_writer_82004_recurring_RON","content_writer_82004_recurring_RON","1 Writer Add-on, 0 add. articles","On Off","Flat Fee","Recurring","244.00","1","Month","","Active","","1 Writer Add-on, 0 add. articles","RON","","","","","","","true",""
"content_writer_82007_recurring_EUR","content_writer_82007_recurring_EUR","1 Writer Add-on, 0 add. articles","On Off","Flat Fee","Recurring","49.00","1","Month","","Active","","1 Writer Add-on, 0 add. articles","EUR","","","","","","","true",""
"content_writer_82009_recurring_EUR","content_writer_82009_recurring_EUR","1 Writer Add-on, 0 add. articles","On Off","Flat Fee","Recurring","49.00","1","Month","","Active","","1 Writer Add-on, 0 add. articles","EUR","","","","","","","true",""
"content_writer_82011_recurring_EUR","content_writer_82011_recurring_EUR","1 Writer Add-on, 0 add. articles","On Off","Flat Fee","Recurring","49.00","1","Month","","Active","","1 Writer Add-on, 0 add. articles","EUR","","","","","","","true",""
"content_writer_82013_recurring_RON","content_writer_82013_recurring_RON","1 Writer Add-on, 0 add. articles","On Off","Flat Fee","Recurring","244.00","1","Month","","Active","","1 Writer Add-on, 0 add. articles","RON","","","","","","","true",""
"content_writer_82014_recurring_RON","content_writer_82014_recurring_RON","1 Writer Add-on, 0 add. articles","On Off","Flat Fee","Recurring","244.00","1","Month","","Active","","1 Writer Add-on, 0 add. articles","RON","","","","","","","true",""
"content_writer_82016_recurring_RON","content_writer_82016_recurring_RON","1 Writer Add-on, 0 add. articles","On Off","Flat Fee","Recurring","244.00","1","Month","","Active","","1 Writer Add-on, 0 add. articles","RON","","","","","","","true",""
"content_writer_82019_recurring_EUR","content_writer_82019_recurring_EUR","1 Writer Add-on, 0 add. articles","On Off","Flat Fee","Recurring","49.00","1","Month","","Active","","1 Writer Add-on, 0 add. articles","EUR","","","","","","","true",""
"content_writer_82020_recurring_RON","content_writer_82020_recurring_RON","110 articles","On Off","Flat Fee","Recurring","2746.00","1","Month","","Active","","110 articles","RON","","","","","","","true",""
"content_writer_82026_recurring_RON","content_writer_82026_recurring_RON","1 Writer Add-on, 0 add. articles","On Off","Flat Fee","Recurring","244.00","1","Month","","Active","","1 Writer Add-on, 0 add. articles","RON","","","","","","","true",""
"content_writer_82008_recurring_EUR","content_writer_82008_recurring_EUR","1 Writer Add-on, 0 add. articles","On Off","Flat Fee","Recurring","49.00","1","Month","","Active","","1 Writer Add-on, 0 add. articles","EUR","","","","","","","true",""
"content_writer_82030_recurring_EUR","content_writer_82030_recurring_EUR","1 Writer Add-on, 0 add. articles","On Off","Flat Fee","Recurring","49.00","1","Month","","Active","","1 Writer Add-on, 0 add. articles","EUR","","","","","","","true",""
"content_writer_82031_recurring_EUR","content_writer_82031_recurring_EUR","1 Writer Add-on, 0 add. articles","On Off","Flat Fee","Recurring","49.00","1","Month","","Active","","1 Writer Add-on, 0 add. articles","EUR","","","","","","","true",""
"content_writer_82037_recurring_RON","content_writer_82037_recurring_RON","1 Writer Add-on, 0 add. articles","On Off","Flat Fee","Recurring","244.00","1","Month","","Active","","1 Writer Add-on, 0 add. articles","RON","","","","","","","true",""
"content_writer_82038_recurring_EUR","content_writer_82038_recurring_EUR","1 Writer Add-on, 0 add. articles","On Off","Flat Fee","Recurring","49.00","1","Month","","Active","","1 Writer Add-on, 0 add. articles","EUR","","","","","","","true",""
"content_writer_82041_recurring_EUR","content_writer_82041_recurring_EUR","1 Writer Add-on, 0 add. articles","On Off","Flat Fee","Recurring","49.00","1","Month","","Active","","1 Writer Add-on, 0 add. articles","EUR","","","","","","","true",""
"content_writer_82042_recurring_EUR","content_writer_82042_recurring_EUR","1 Writer Add-on, 0 add. articles","On Off","Flat Fee","Recurring","49.00","1","Month","","Active","","1 Writer Add-on, 0 add. articles","EUR","","","","","","","true",""
"content_writer_82045_recurring_EUR","content_writer_82045_recurring_EUR","1 Writer Add-on, 0 add. articles","On Off","Flat Fee","Recurring","49.00","1","Month","","Active","","1 Writer Add-on, 0 add. articles","EUR","","","","","","","true",""
"content_writer_82057_recurring_EUR","content_writer_82057_recurring_EUR","10 articles","On Off","Flat Fee","Recurring","49.00","1","Month","","Active","","10 articles","EUR","","","","","","","true",""
"content_writer_82056_recurring_EUR","content_writer_82056_recurring_EUR","1 Writer Add-on, 0 add. articles","On Off","Flat Fee","Recurring","49.00","1","Month","","Active","","1 Writer Add-on, 0 add. articles","EUR","","","","","","","true",""
"content_writer_82058_recurring_EUR","content_writer_82058_recurring_EUR","1 Writer Add-on, 0 add. articles","On Off","Flat Fee","Recurring","49.00","1","Month","","Active","","1 Writer Add-on, 0 add. articles","EUR","","","","","","","true",""
"content_writer_82060_recurring_EUR","content_writer_82060_recurring_EUR","1 Writer Add-on, 0 add. articles","On Off","Flat Fee","Recurring","49.00","1","Month","","Active","","1 Writer Add-on, 0 add. articles","EUR","","","","","","","true",""
"content_writer_82062_recurring_EUR","content_writer_82062_recurring_EUR","1 Writer Add-on, 0 add. articles","On Off","Flat Fee","Recurring","49.00","1","Month","","Active","","1 Writer Add-on, 0 add. articles","EUR","","","","","","","true",""
"content_writer_82063_recurring_EUR","content_writer_82063_recurring_EUR","1 Writer Add-on, 0 add. articles","On Off","Flat Fee","Recurring","49.00","1","Month","","Active","","1 Writer Add-on, 0 add. articles","EUR","","","","","","","true",""
"content_writer_82055_recurring_EUR","content_writer_82055_recurring_EUR","10 articles","On Off","Flat Fee","Recurring","49.00","1","Month","","Active","","10 articles","EUR","","","","","","","true",""
"content_writer_82064_recurring_EUR","content_writer_82064_recurring_EUR","1 Writer Add-on, 0 add. articles","On Off","Flat Fee","Recurring","49.00","1","Month","","Active","","1 Writer Add-on, 0 add. articles","EUR","","","","","","","true",""
"content_writer_82071_recurring_EUR","content_writer_82071_recurring_EUR","1 Writer Add-on, 0 add. articles","On Off","Flat Fee","Recurring","49.00","1","Month","","Active","","1 Writer Add-on, 0 add. articles","EUR","","","","","","","true",""
"content_writer_82054_recurring_EUR","content_writer_82054_recurring_EUR","10 articles","On Off","Flat Fee","Recurring","49.00","1","Month","","Active","","10 articles","EUR","","","","","","","true",""
"content_writer_82084_recurring_EUR","content_writer_82084_recurring_EUR","10 articles","On Off","Flat Fee","Recurring","49.00","1","Month","","Active","","10 articles","EUR","","","","","","","true",""
"content_writer_82086_recurring_EUR","content_writer_82086_recurring_EUR","1 Writer Add-on, 0 add. articles","On Off","Flat Fee","Recurring","49.00","1","Month","","Active","","1 Writer Add-on, 0 add. articles","EUR","","","","","","","true",""
"content_writer_82082_recurring_EUR","content_writer_82082_recurring_EUR","1 Writer Add-on, 0 add. articles","On Off","Flat Fee","Recurring","49.00","1","Month","","Active","","1 Writer Add-on, 0 add. articles","EUR","","","","","","","true",""
"content_writer_82081_recurring_RON","content_writer_82081_recurring_RON","1 Writer Add-on, 0 add. articles","On Off","Flat Fee","Recurring","244.00","1","Month","","Active","","1 Writer Add-on, 0 add. articles","RON","","","","","","","true",""
"content_writer_82083_recurring_RON","content_writer_82083_recurring_RON","1 Writer Add-on, 0 add. articles","On Off","Flat Fee","Recurring","244.00","1","Month","","Active","","1 Writer Add-on, 0 add. articles","RON","","","","","","","true",""
"content_writer_82088_recurring_EUR","content_writer_82088_recurring_EUR","1 Writer Add-on, 0 add. articles","On Off","Flat Fee","Recurring","49.00","1","Month","","Active","","1 Writer Add-on, 0 add. articles","EUR","","","","","","","true",""
"content_writer_82096_recurring_EUR","content_writer_82096_recurring_EUR","1 Writer Add-on, 0 add. articles","On Off","Flat Fee","Recurring","49.00","1","Month","","Active","","1 Writer Add-on, 0 add. articles","EUR","","","","","","","true",""
"content_writer_82091_recurring_EUR","content_writer_82091_recurring_EUR","1 Writer Add-on, 0 add. articles","On Off","Flat Fee","Recurring","49.00","1","Month","","Active","","1 Writer Add-on, 0 add. articles","EUR","","","","","","","true",""
"content_writer_82097_recurring_EUR","content_writer_82097_recurring_EUR","1 Writer Add-on, 0 add. articles","On Off","Flat Fee","Recurring","49.00","1","Month","","Active","","1 Writer Add-on, 0 add. articles","EUR","","","","","","","true",""
"content_writer_82061_recurring_EUR","content_writer_82061_recurring_EUR","1 Writer Add-on, 0 add. articles","On Off","Flat Fee","Recurring","49.00","1","Month","","Active","","1 Writer Add-on, 0 add. articles","EUR","","","","","","","true",""
"content_writer_82102_recurring_EUR","content_writer_82102_recurring_EUR","1 Writer Add-on, 0 add. articles","On Off","Flat Fee","Recurring","49.00","1","Month","","Active","","1 Writer Add-on, 0 add. articles","EUR","","","","","","","true",""
"content_writer_82105_recurring_EUR","content_writer_82105_recurring_EUR","1 Writer Add-on, 0 add. articles","On Off","Flat Fee","Recurring","49.00","1","Month","","Active","","1 Writer Add-on, 0 add. articles","EUR","","","","","","","true",""
"content_writer_82090_recurring_EUR","content_writer_82090_recurring_EUR","1 Writer Add-on, 0 add. articles","On Off","Flat Fee","Recurring","49.00","1","Month","","Active","","1 Writer Add-on, 0 add. articles","EUR","","","","","","","true",""
"content_writer_82106_recurring_EUR","content_writer_82106_recurring_EUR","1 Writer Add-on, 0 add. articles","On Off","Flat Fee","Recurring","49.00","1","Month","","Active","","1 Writer Add-on, 0 add. articles","EUR","","","","","","","true",""
"content_writer_82115_recurring_EUR","content_writer_82115_recurring_EUR","1 Writer Add-on, 0 add. articles","On Off","Flat Fee","Recurring","49.00","1","Month","","Active","","1 Writer Add-on, 0 add. articles","EUR","","","","","","","true",""
"content_writer_82117_recurring_EUR","content_writer_82117_recurring_EUR","1 Writer Add-on, 0 add. articles","On Off","Flat Fee","Recurring","49.00","1","Month","","Active","","1 Writer Add-on, 0 add. articles","EUR","","","","","","","true",""
"content_writer_82118_recurring_EUR","content_writer_82118_recurring_EUR","1 Writer Add-on, 0 add. articles","On Off","Flat Fee","Recurring","49.00","1","Month","","Active","","1 Writer Add-on, 0 add. articles","EUR","","","","","","","true",""
"content_writer_82119_recurring_EUR","content_writer_82119_recurring_EUR","10 articles","On Off","Flat Fee","Recurring","49.00","1","Month","","Active","","10 articles","EUR","","","","","","","true",""
"content_writer_82120_recurring_EUR","content_writer_82120_recurring_EUR","1 Writer Add-on, 0 add. articles","On Off","Flat Fee","Recurring","49.00","1","Month","","Active","","1 Writer Add-on, 0 add. articles","EUR","","","","","","","true",""
"content_writer_82121_recurring_EUR","content_writer_82121_recurring_EUR","1 Writer Add-on, 0 add. articles","On Off","Flat Fee","Recurring","49.00","1","Month","","Active","","1 Writer Add-on, 0 add. articles","EUR","","","","","","","true",""
"content_writer_82123_recurring_EUR","content_writer_82123_recurring_EUR","1 Writer Add-on, 0 add. articles","On Off","Flat Fee","Recurring","49.00","1","Month","","Active","","1 Writer Add-on, 0 add. articles","EUR","","","","","","","true",""
"content_writer_82127_recurring_EUR","content_writer_82127_recurring_EUR","1 Writer Add-on, 0 add. articles","On Off","Flat Fee","Recurring","49.00","1","Month","","Active","","1 Writer Add-on, 0 add. articles","EUR","","","","","","","true",""
"content_writer_82126_recurring_EUR","content_writer_82126_recurring_EUR","1 Writer Add-on, 0 add. articles","On Off","Flat Fee","Recurring","49.00","1","Month","","Active","","1 Writer Add-on, 0 add. articles","EUR","","","","","","","true",""
"content_writer_82130_recurring_EUR","content_writer_82130_recurring_EUR","1 Writer Add-on, 0 add. articles","On Off","Flat Fee","Recurring","49.00","1","Month","","Active","","1 Writer Add-on, 0 add. articles","EUR","","","","","","","true",""
"content_writer_81887_recurring_EUR","content_writer_81887_recurring_EUR","1 Writer Add-on, 0 add. articles","On Off","Flat Fee","Recurring","49.00","1","Month","","Active","","1 Writer Add-on, 0 add. articles","EUR","","","","","","","true",""
"content_writer_82131_recurring_EUR","content_writer_82131_recurring_EUR","10 articles","On Off","Flat Fee","Recurring","49.00","1","Month","","Active","","10 articles","EUR","","","","","","","true",""
"content_writer_82104_recurring_EUR","content_writer_82104_recurring_EUR","1 Writer Add-on, 0 add. articles","On Off","Flat Fee","Recurring","49.00","1","Month","","Active","","1 Writer Add-on, 0 add. articles","EUR","","","","","","","true",""
"content_writer_82132_recurring_EUR","content_writer_82132_recurring_EUR","1 Writer Add-on, 0 add. articles","On Off","Flat Fee","Recurring","49.00","1","Month","","Active","","1 Writer Add-on, 0 add. articles","EUR","","","","","","","true",""
"content_writer_82145_recurring_EUR","content_writer_82145_recurring_EUR","1 Writer Add-on, 0 add. articles","On Off","Flat Fee","Recurring","49.00","1","Month","","Active","","1 Writer Add-on, 0 add. articles","EUR","","","","","","","true",""
"content_writer_82144_recurring_EUR","content_writer_82144_recurring_EUR","1 Writer Add-on, 0 add. articles","On Off","Flat Fee","Recurring","49.00","1","Month","","Active","","1 Writer Add-on, 0 add. articles","EUR","","","","","","","true",""
"content_writer_82153_recurring_EUR","content_writer_82153_recurring_EUR","1 Writer Add-on, 0 add. articles","On Off","Flat Fee","Recurring","49.00","1","Month","","Active","","1 Writer Add-on, 0 add. articles","EUR","","","","","","","true",""
"content_writer_82156_recurring_EUR","content_writer_82156_recurring_EUR","1 Writer Add-on, 0 add. articles","On Off","Flat Fee","Recurring","49.00","1","Month","","Active","","1 Writer Add-on, 0 add. articles","EUR","","","","","","","true",""
"content_writer_82154_recurring_RON","content_writer_82154_recurring_RON","1 Writer Add-on, 0 add. articles","On Off","Flat Fee","Recurring","244.00","1","Month","","Active","","1 Writer Add-on, 0 add. articles","RON","","","","","","","true",""
"content_writer_82157_recurring_EUR","content_writer_82157_recurring_EUR","1 Writer Add-on, 0 add. articles","On Off","Flat Fee","Recurring","49.00","1","Month","","Active","","1 Writer Add-on, 0 add. articles","EUR","","","","","","","true",""
"content_writer_82159_recurring_EUR","content_writer_82159_recurring_EUR","1 Writer Add-on, 0 add. articles","On Off","Flat Fee","Recurring","49.00","1","Month","","Active","","1 Writer Add-on, 0 add. articles","EUR","","","","","","","true",""
"content_writer_82158_recurring_EUR","content_writer_82158_recurring_EUR","1 Writer Add-on, 0 add. articles","On Off","Flat Fee","Recurring","49.00","1","Month","","Active","","1 Writer Add-on, 0 add. articles","EUR","","","","","","","true",""
"content_writer_82160_recurring_EUR","content_writer_82160_recurring_EUR","1 Writer Add-on, 0 add. articles","On Off","Flat Fee","Recurring","49.00","1","Month","","Active","","1 Writer Add-on, 0 add. articles","EUR","","","","","","","true",""
"content_writer_82164_recurring_EUR","content_writer_82164_recurring_EUR","1 Writer Add-on, 0 add. articles","On Off","Flat Fee","Recurring","49.00","1","Month","","Active","","1 Writer Add-on, 0 add. articles","EUR","","","","","","","true",""
"content_writer_82169_recurring_EUR","content_writer_82169_recurring_EUR","1 Writer Add-on, 0 add. articles","On Off","Flat Fee","Recurring","49.00","1","Month","","Active","","1 Writer Add-on, 0 add. articles","EUR","","","","","","","true",""
"content_writer_82168_recurring_EUR","content_writer_82168_recurring_EUR","1 Writer Add-on, 0 add. articles","On Off","Flat Fee","Recurring","49.00","1","Month","","Active","","1 Writer Add-on, 0 add. articles","EUR","","","","","","","true",""
"content_writer_82170_recurring_EUR","content_writer_82170_recurring_EUR","1 Writer Add-on, 0 add. articles","On Off","Flat Fee","Recurring","49.00","1","Month","","Active","","1 Writer Add-on, 0 add. articles","EUR","","","","","","","true",""
"content_writer_82162_recurring_EUR","content_writer_82162_recurring_EUR","1 Writer Add-on, 0 add. articles","On Off","Flat Fee","Recurring","49.00","1","Month","","Active","","1 Writer Add-on, 0 add. articles","EUR","","","","","","","true",""
"content_writer_82172_recurring_RON","content_writer_82172_recurring_RON","1 Writer Add-on, 0 add. articles","On Off","Flat Fee","Recurring","244.00","1","Month","","Active","","1 Writer Add-on, 0 add. articles","RON","","","","","","","true",""
"content_writer_82175_recurring_RON","content_writer_82175_recurring_RON","1 Writer Add-on, 0 add. articles","On Off","Flat Fee","Recurring","244.00","1","Month","","Active","","1 Writer Add-on, 0 add. articles","RON","","","","","","","true",""
"content_writer_82171_recurring_RON","content_writer_82171_recurring_RON","1 Writer Add-on, 0 add. articles","On Off","Flat Fee","Recurring","243.00","1","Month","","Active","","1 Writer Add-on, 0 add. articles","RON","","","","","","","true",""
"content_writer_82181_recurring_EUR","content_writer_82181_recurring_EUR","1 Writer Add-on, 0 add. articles","On Off","Flat Fee","Recurring","49.00","1","Month","","Active","","1 Writer Add-on, 0 add. articles","EUR","","","","","","","true",""
"content_writer_82180_recurring_EUR","content_writer_82180_recurring_EUR","1 Writer Add-on, 0 add. articles","On Off","Flat Fee","Recurring","49.00","1","Month","","Active","","1 Writer Add-on, 0 add. articles","EUR","","","","","","","true",""
"content_writer_82183_recurring_RON","content_writer_82183_recurring_RON","1 Writer Add-on, 0 add. articles","On Off","Flat Fee","Recurring","243.00","1","Month","","Active","","1 Writer Add-on, 0 add. articles","RON","","","","","","","true",""
"content_writer_82185_recurring_RON","content_writer_82185_recurring_RON","1 Writer Add-on, 0 add. articles","On Off","Flat Fee","Recurring","245.00","1","Month","","Active","","1 Writer Add-on, 0 add. articles","RON","","","","","","","true",""
"content_writer_82186_recurring_EUR","content_writer_82186_recurring_EUR","1 Writer Add-on, 0 add. articles","On Off","Flat Fee","Recurring","49.00","1","Month","","Active","","1 Writer Add-on, 0 add. articles","EUR","","","","","","","true",""
"content_writer_82187_recurring_EUR","content_writer_82187_recurring_EUR","1 Writer Add-on, 0 add. articles","On Off","Flat Fee","Recurring","49.00","1","Month","","Active","","1 Writer Add-on, 0 add. articles","EUR","","","","","","","true",""
"content_writer_82188_recurring_EUR","content_writer_82188_recurring_EUR","1 Writer Add-on, 0 add. articles","On Off","Flat Fee","Recurring","49.00","1","Month","","Active","","1 Writer Add-on, 0 add. articles","EUR","","","","","","","true",""
"content_writer_82190_recurring_EUR","content_writer_82190_recurring_EUR","1 Writer Add-on, 0 add. articles","On Off","Flat Fee","Recurring","49.00","1","Month","","Active","","1 Writer Add-on, 0 add. articles","EUR","","","","","","","true",""
"content_writer_82193_recurring_EUR","content_writer_82193_recurring_EUR","10 articles","On Off","Flat Fee","Recurring","0.00","1","Month","","Active","","10 articles","EUR","","","","","","","true",""
"content_writer_82197_recurring_EUR","content_writer_82197_recurring_EUR","1 Writer Add-on, 0 add. articles","On Off","Flat Fee","Recurring","49.00","1","Month","","Active","","1 Writer Add-on, 0 add. articles","EUR","","","","","","","true",""
"content_writer_82198_recurring_EUR","content_writer_82198_recurring_EUR","1 Writer Add-on, 0 add. articles","On Off","Flat Fee","Recurring","49.00","1","Month","","Active","","1 Writer Add-on, 0 add. articles","EUR","","","","","","","true",""
"content_writer_82200_recurring_EUR","content_writer_82200_recurring_EUR","1 Writer Add-on, 0 add. articles","On Off","Flat Fee","Recurring","49.00","1","Month","","Active","","1 Writer Add-on, 0 add. articles","EUR","","","","","","","true",""
"content_writer_82202_recurring_EUR","content_writer_82202_recurring_EUR","1 Writer Add-on, 0 add. articles","On Off","Flat Fee","Recurring","49.00","1","Month","","Active","","1 Writer Add-on, 0 add. articles","EUR","","","","","","","true",""
"content_writer_82204_recurring_EUR","content_writer_82204_recurring_EUR","1 Writer Add-on, 0 add. articles","On Off","Flat Fee","Recurring","49.00","1","Month","","Active","","1 Writer Add-on, 0 add. articles","EUR","","","","","","","true",""
"content_writer_82185_recurring_GBP","content_writer_82185_recurring_GBP","1 Writer Add-on, 0 add. articles","On Off","Flat Fee","Recurring","41.00","1","Month","","Active","","1 Writer Add-on, 0 add. articles","GBP","","","","","","","true",""
"content_writer_82207_recurring_EUR","content_writer_82207_recurring_EUR","1 Writer Add-on, 0 add. articles","On Off","Flat Fee","Recurring","49.00","1","Month","","Active","","1 Writer Add-on, 0 add. articles","EUR","","","","","","","true",""
"content_writer_82208_recurring_EUR","content_writer_82208_recurring_EUR","1 Writer Add-on, 0 add. articles","On Off","Flat Fee","Recurring","49.00","1","Month","","Active","","1 Writer Add-on, 0 add. articles","EUR","","","","","","","true",""
"content_writer_82209_recurring_EUR","content_writer_82209_recurring_EUR","1 Writer Add-on, 0 add. articles","On Off","Flat Fee","Recurring","49.00","1","Month","","Active","","1 Writer Add-on, 0 add. articles","EUR","","","","","","","true",""
"content_writer_82211_recurring_EUR","content_writer_82211_recurring_EUR","1 Writer Add-on, 0 add. articles","On Off","Flat Fee","Recurring","49.00","1","Month","","Active","","1 Writer Add-on, 0 add. articles","EUR","","","","","","","true",""
"content_writer_82214_recurring_EUR","content_writer_82214_recurring_EUR","10 articles","On Off","Flat Fee","Recurring","49.00","1","Month","","Active","","10 articles","EUR","","","","","","","true",""
"content_writer_82218_recurring_EUR","content_writer_82218_recurring_EUR","1 Writer Add-on, 0 add. articles","On Off","Flat Fee","Recurring","49.00","1","Month","","Active","","1 Writer Add-on, 0 add. articles","EUR","","","","","","","true",""
