"Coupon Id","Name","Invoice Name","Discount Type","Discount Percentage","Discount Amount","Discount Quantity","Duration Type","Duration Month","Period","Period Unit","Max Redemptions","Valid From","Valid Till","Redemptions","Status","Archived At","Created At","Currency","Apply On","Plan Constraint","Addon Constraint"
"advance_payment_annual_discount_42527_1614367952","Advance payment annual discount 42527_1614367952","","Percentage","17.0","","","Forever","","","","1","","","0","Active","","26-Feb-2021 19:32","","Invoice amount","Not Applicable","Not Applicable"
"advance_payment_annual_discount_42527_1614368189","Advance payment annual discount 42527_1614368189","","Percentage","17.0","","","Forever","","","","1","","","1","Active","","26-Feb-2021 19:36","","Invoice amount","Not Applicable","Not Applicable"
"advance_payment_annual_discount_42527_1614368776","Advance payment annual discount 42527_1614368776","","Percentage","17.0","","","Forever","","","","1","","","1","Active","","26-Feb-2021 19:46","","Invoice amount","Not Applicable","Not Applicable"
"advance_payment_annual_discount_42527_1614369337","Advance payment annual discount 42527_1614369337","","Percentage","17.0","","","Forever","","","","1","","","1","Active","","26-Feb-2021 19:55","","Invoice amount","Not Applicable","Not Applicable"
"advance_payment_annual_discount_42527_1614369542","Advance payment annual discount 42527_1614369542","","Percentage","17.0","","","Forever","","","","1","","","1","Active","","26-Feb-2021 19:59","","Invoice amount","Not Applicable","Not Applicable"
"advance_payment_annual_discount_42624_1625748154","Advance payment annual discount 42624_1625748154","","Percentage","17.0","","","Forever","","","","1","","","1","Active","","08-Jul-2021 12:42","","Invoice amount","Not Applicable","Not Applicable"
"advance_payment_annual_discount_43196_1634542335","Advance payment annual discount 43196_1634542335","","Percentage","17.0","","","Forever","","","","1","","","1","Expired","","18-Oct-2021 07:32","","Invoice amount","Not Applicable","Not Applicable"
"advance_payment_annual_discount_44493_1635334175","Advance payment annual discount 44493_1635334175","","Percentage","17.0","","","Forever","","","","1","","","1","Expired","","27-Oct-2021 11:29","","Invoice amount","Not Applicable","Not Applicable"
"advance_payment_annual_discount_45590_1638870897","Advance payment annual discount 45590_1638870897","","Percentage","17.0","","","Forever","","","","1","","","1","Expired","","07-Dec-2021 09:54","","Invoice amount","Not Applicable","Not Applicable"
"advance_payment_annual_discount_46205_1714635942","Advance payment annual discount 46205_1714635942","","Percentage","17.0","","","Forever","","","","1","","","1","Archived","03-Dec-2025 09:11","02-May-2024 07:45","","Invoice amount","Not Applicable","Not Applicable"
"advance_payment_annual_discount_47706_1710837595","Advance payment annual discount 47706_1710837595","","Percentage","17.0","","","Forever","","","","1","","","1","Expired","","19-Mar-2024 08:39","","Invoice amount","Not Applicable","Not Applicable"
"advance_payment_annual_discount_48424_1640688938","Advance payment annual discount 48424_1640688938","","Percentage","17.0","","","Forever","","","","1","","","1","Expired","","28-Dec-2021 10:55","","Invoice amount","Not Applicable","Not Applicable"
"advance_payment_annual_discount_48558_1616664384","Advance payment annual discount 48558_1616664384","","Percentage","17.0","","","Forever","","","","1","","","0","Active","","25-Mar-2021 09:26","","Invoice amount","Not Applicable","Not Applicable"
"advance_payment_annual_discount_48558_1646405353","Advance payment annual discount 48558_1646405353","","Percentage","17.0","","","Forever","","","","1","","","1","Expired","","04-Mar-2022 14:49","","Invoice amount","Not Applicable","Not Applicable"
"advance_payment_annual_discount_49282_1620222877","Advance payment annual discount 49282_1620222877","","Percentage","17.0","","","Forever","","","","1","","","1","Active","","05-May-2021 13:54","","Invoice amount","Not Applicable","Not Applicable"
"advance_payment_annual_discount_49282_1652780916","Advance payment annual discount 49282_1652780916","","Percentage","17.0","","","Forever","","","","1","","","1","Expired","","17-May-2022 09:48","","Invoice amount","Not Applicable","Not Applicable"
"advance_payment_annual_discount_49817_1708941284","Advance payment annual discount 49817_1708941284","","Percentage","17.0","","","Forever","","","","1","","","1","Archived","29-Sep-2025 07:50","26-Feb-2024 09:54","","Invoice amount","Not Applicable","Not Applicable"
"advance_payment_annual_discount_49817_1762078129","Advance payment annual discount 49817_1762078129","","Percentage","17.0","","","Forever","","","","1","","","1","Expired","","02-Nov-2025 10:08","","Invoice amount","Not Applicable","Not Applicable"
"advance_payment_annual_discount_49973_1621517754","Advance payment annual discount 49973_1621517754","","Percentage","17.0","","","Forever","","","","1","","","1","Active","","20-May-2021 13:35","","Invoice amount","Not Applicable","Not Applicable"
"advance_payment_annual_discount_50312_1638803594","Advance payment annual discount 50312_1638803594","","Percentage","17.0","","","Forever","","","","1","","","1","Expired","","06-Dec-2021 15:13","","Invoice amount","Not Applicable","Not Applicable"
"advance_payment_annual_discount_50910_1621518029","Advance payment annual discount 50910_1621518029","","Percentage","17.0","","","Forever","","","","1","","","1","Active","","20-May-2021 13:40","","Invoice amount","Not Applicable","Not Applicable"
"advance_payment_annual_discount_50910_1635429571","Advance payment annual discount 50910_1635429571","","Percentage","17.0","","","Forever","","","","1","","29-Oct-2021 14:10","1","Expired","","28-Oct-2021 14:11","","Invoice amount","Not Applicable","Not Applicable"
"advance_payment_annual_discount_50910_1635429575","Advance payment annual discount 50910_1635429575","","Percentage","17.0","","","Forever","","","","1","","29-Oct-2021 14:10","1","Expired","","28-Oct-2021 15:23","","Invoice amount","Not Applicable","Not Applicable"
"advance_payment_annual_discount_50910_16354295776","Advance payment annual discount 50910_16354295776","","Percentage","17.0","","","Forever","","","","1","","29-Oct-2021 14:10","1","Expired","","28-Oct-2021 15:16","","Invoice amount","Not Applicable","Not Applicable"
"advance_payment_annual_discount_52436_1624976849","Advance payment annual discount 52436_1624976849","","Percentage","17.0","","","Forever","","","","1","","","1","Active","","29-Jun-2021 14:27","","Invoice amount","Not Applicable","Not Applicable"
"advance_payment_annual_discount_52436_1735557471","Advance payment annual discount 52436_1735557471","","Percentage","17.0","","","Forever","","","","1","","","1","Expired","","30-Dec-2024 11:18","","Invoice amount","Not Applicable","Not Applicable"
"advance_payment_annual_discount_53321_1655474743","Advance payment annual discount 53321_1655474743","","Percentage","17.0","","","Forever","","","","1","","","1","Expired","","17-Jun-2022 14:05","","Invoice amount","Not Applicable","Not Applicable"
"advance_payment_annual_discount_54094_1621340308","Advance payment annual discount 54094_1621340308","","Percentage","17.0","","","Forever","","","","1","","","1","Active","","18-May-2021 12:18","","Invoice amount","Not Applicable","Not Applicable"
"advance_payment_annual_discount_54104_1628779258","Advance payment annual discount 54104_1628779258","","Percentage","17.0","","","Forever","","","","1","","","1","Active","","12-Aug-2021 14:40","","Invoice amount","Not Applicable","Not Applicable"
"advance_payment_annual_discount_54467","Advance payment annual discount 54467","","Percentage","17.0","","","Forever","","","","1","","","1","Expired","","25-Mar-2022 16:21","","Invoice amount","Not Applicable","Not Applicable"
"advance_payment_annual_discount_54549_1637828328","Advance payment annual discount 54549_1637828328","","Percentage","17.0","","","Forever","","","","1","","","1","Expired","","25-Nov-2021 08:18","","Invoice amount","Not Applicable","Not Applicable"
"advance_payment_annual_discount_55445_1619105813","Advance payment annual discount 55445_1619105813","","Percentage","17.0","","","Forever","","","","1","","","1","Active","","22-Apr-2021 15:36","","Invoice amount","Not Applicable","Not Applicable"
"advance_payment_annual_discount_56363_1615969072","Advance payment annual discount 56363_1615969072","","Percentage","17.0","","","Forever","","","","1","","","1","Archived","21-Jan-2026 11:33","17-Mar-2021 08:17","","Invoice amount","Not Applicable","Not Applicable"
"advance_payment_annual_discount_56363_1768995528","Advance payment annual discount 56363_1768995528","","Percentage","17.0","","","Forever","","","","1","","","1","Expired","","21-Jan-2026 11:38","","Invoice amount","Not Applicable","Not Applicable"
"advance_payment_annual_discount_56641_1678468651","Advance payment annual discount 56641_1678468651","","Percentage","17.0","","","Forever","","","","1","","","1","Archived","03-May-2025 02:56","10-Mar-2023 17:17","","Invoice amount","Not Applicable","Not Applicable"
"advance_payment_annual_discount_56641_1749202098","Advance payment annual discount 56641_1749202098","","Percentage","17.0","","","Forever","","","","1","","","1","Archived","03-Mar-2026 10:44","06-Jun-2025 09:28","","Invoice amount","Not Applicable","Not Applicable"
"advance_payment_annual_discount_56797_1624988776","Advance payment annual discount 56797_1624988776","","Percentage","17.0","","","Forever","","","","1","","","1","Active","","29-Jun-2021 17:46","","Invoice amount","Not Applicable","Not Applicable"
"advance_payment_annual_discount_57229_1636973261","Advance payment annual discount 57229_1636973261","","Percentage","17.0","","","Forever","","","","1","","","1","Archived","13-May-2024 13:08","15-Nov-2021 10:47","","Invoice amount","Not Applicable","Not Applicable"
"advance_payment_annual_discount_57229_1716366975","Advance payment annual discount 57229_1716366975","","Percentage","17.0","","","Forever","","","","1","","","1","Archived","29-May-2025 13:49","22-May-2024 08:36","","Invoice amount","Not Applicable","Not Applicable"
"advance_payment_annual_discount_57778_1642600996","Advance payment annual discount 57778_1642600996","","Percentage","17.0","","","Forever","","","","1","","","1","Expired","","19-Jan-2022 14:03","","Invoice amount","Not Applicable","Not Applicable"
"advance_payment_annual_discount_57778_1676557900","Advance payment annual discount 57778_1676557900","","Percentage","17.0","","","Forever","","","","1","","","1","Expired","","16-Feb-2023 14:31","","Invoice amount","Not Applicable","Not Applicable"
"advance_payment_annual_discount_57779_1614337297","Advance payment annual discount 57779_1614337297","","Percentage","17.0","","","Forever","","","","1","","","1","Active","","26-Feb-2021 11:01","","Invoice amount","Not Applicable","Not Applicable"
"advance_payment_annual_discount_58118_1617626428","Advance payment annual discount 58118_1617626428","","Percentage","17.0","","","Forever","","","","1","","","1","Active","","05-Apr-2021 12:40","","Invoice amount","Not Applicable","Not Applicable"
"advance_payment_annual_discount_58147_1621847975","Advance payment annual discount 58147_1621847975","","Percentage","17.0","","","Forever","","","","1","","","1","Active","","24-May-2021 09:19","","Invoice amount","Not Applicable","Not Applicable"
"advance_payment_annual_discount_58147_1748854790","Advance payment annual discount 58147_1748854790","","Percentage","17.0","","","Forever","","","","1","","","1","Expired","","02-Jun-2025 08:59","","Invoice amount","Not Applicable","Not Applicable"
"advance_payment_annual_discount_58717_1618480006","Advance payment annual discount 58717_1618480006","","Percentage","17.0","","","Forever","","","","1","","","1","Archived","01-Aug-2024 11:28","15-Apr-2021 09:46","","Invoice amount","Not Applicable","Not Applicable"
"advance_payment_annual_discount_58717_1722515927","Advance payment annual discount 58717_1722515927","","Percentage","17.0","","","Forever","","","","1","","","1","Expired","","01-Aug-2024 12:38","","Invoice amount","Not Applicable","Not Applicable"
"advance_payment_annual_discount_58803_1621268607","Advance payment annual discount 58803_1621268607","","Percentage","17.0","","","Forever","","","","1","","","1","Active","","17-May-2021 16:23","","Invoice amount","Not Applicable","Not Applicable"
"advance_payment_annual_discount_59005_1618902811","Advance payment annual discount 59005_1618902811","","Percentage","17.0","","","Forever","","","","1","","","1","Active","","20-Apr-2021 07:13","","Invoice amount","Not Applicable","Not Applicable"
"advance_payment_annual_discount_59393_1658841974","Advance payment annual discount 59393_1658841974","","Percentage","17.0","","","Forever","","","","1","","","1","Archived","29-Aug-2025 08:57","26-Jul-2022 13:26","","Invoice amount","Not Applicable","Not Applicable"
"advance_payment_annual_discount_59393_1757593718","Advance payment annual discount 59393_1757593718","","Percentage","17.0","","","Forever","","","","1","","","1","Archived","29-Oct-2025 12:11","11-Sep-2025 12:28","","Invoice amount","Not Applicable","Not Applicable"
"advance_payment_annual_discount_59436_1619164600","Advance payment annual discount 59436_1619164600","","Percentage","17.0","","","Forever","","","","1","","","1","Active","","23-Apr-2021 07:56","","Invoice amount","Not Applicable","Not Applicable"
"advance_payment_annual_discount_60067_1620225251","Advance payment annual discount 60067_1620225251","","Percentage","17.0","","","Forever","","","","1","","","1","Active","","05-May-2021 14:34","","Invoice amount","Not Applicable","Not Applicable"
"advance_payment_annual_discount_60182_1624634910","Advance payment annual discount 60182_1624634910","","Percentage","17.0","","","Forever","","","","1","","","1","Active","","25-Jun-2021 15:28","","Invoice amount","Not Applicable","Not Applicable"
"advance_payment_annual_discount_61803_1639479142","Advance payment annual discount 61803_1639479142","","Percentage","17.0","","","Forever","","","","1","","","1","Archived","05-Dec-2025 14:31","14-Dec-2021 10:52","","Invoice amount","Not Applicable","Not Applicable"
"advance_payment_annual_discount_61803_1764945229","Advance payment annual discount 61803_1764945229","","Percentage","17.0","","","Forever","","","","1","","","1","Expired","","05-Dec-2025 14:33","","Invoice amount","Not Applicable","Not Applicable"
"advance_payment_annual_discount_61929_1628844168","Advance payment annual discount 61929_1628844168","","Percentage","17.0","","","Forever","","","","1","","","1","Active","","13-Aug-2021 08:42","","Invoice amount","Not Applicable","Not Applicable"
"advance_payment_annual_discount_62418_1659950135","Advance payment annual discount 62418_1659950135","","Percentage","17.0","","","Forever","","","","1","","","0","Active","","08-Aug-2022 09:15","","Invoice amount","Not Applicable","Not Applicable"
"advance_payment_annual_discount_62418_1659950258","Advance payment annual discount 62418_1659950258","","Percentage","17.0","","","Forever","","","","1","","","0","Active","","08-Aug-2022 09:17","","Invoice amount","Not Applicable","Not Applicable"
"advance_payment_annual_discount_62418_1659950625","Advance payment annual discount 62418_1659950625","","Percentage","17.0","","","Forever","","","","1","","","0","Active","","08-Aug-2022 09:23","","Invoice amount","Not Applicable","Not Applicable"
"advance_payment_annual_discount_62418_1659952431","Advance payment annual discount 62418_1659952431","","Percentage","17.0","","","Forever","","","","1","","","0","Active","","08-Aug-2022 09:53","","Invoice amount","Not Applicable","Not Applicable"
"advance_payment_annual_discount_62418_1659956037","Advance payment annual discount 62418_1659956037","","Percentage","17.0","","","Forever","","","","1","","","0","Active","","08-Aug-2022 10:53","","Invoice amount","Not Applicable","Not Applicable"
"advance_payment_annual_discount_62418_1659974042","Advance payment annual discount 62418_1659974042","","Percentage","17.0","","","Forever","","","","1","","","0","Active","","08-Aug-2022 15:54","","Invoice amount","Not Applicable","Not Applicable"
"advance_payment_annual_discount_62418_1660060445","Advance payment annual discount 62418_1660060445","","Percentage","17.0","","","Forever","","","","1","","","0","Active","","09-Aug-2022 15:54","","Invoice amount","Not Applicable","Not Applicable"
"advance_payment_annual_discount_62418_1660233250","Advance payment annual discount 62418_1660233250","","Percentage","17.0","","","Forever","","","","1","","","1","Expired","","11-Aug-2022 15:54","","Invoice amount","Not Applicable","Not Applicable"
"advance_payment_annual_discount_62819_1659950253","Advance payment annual discount 62819_1659950253","","Percentage","17.0","","","Forever","","","","1","","","0","Active","","08-Aug-2022 09:17","","Invoice amount","Not Applicable","Not Applicable"
"advance_payment_annual_discount_62819_1659950380","Advance payment annual discount 62819_1659950380","","Percentage","17.0","","","Forever","","","","1","","","0","Active","","08-Aug-2022 09:19","","Invoice amount","Not Applicable","Not Applicable"
"advance_payment_annual_discount_62819_1659950744","Advance payment annual discount 62819_1659950744","","Percentage","17.0","","","Forever","","","","1","","","0","Active","","08-Aug-2022 09:25","","Invoice amount","Not Applicable","Not Applicable"
"advance_payment_annual_discount_62819_1659952548","Advance payment annual discount 62819_1659952548","","Percentage","17.0","","","Forever","","","","1","","","0","Active","","08-Aug-2022 09:55","","Invoice amount","Not Applicable","Not Applicable"
"advance_payment_annual_discount_62819_1659956158","Advance payment annual discount 62819_1659956158","","Percentage","17.0","","","Forever","","","","1","","","0","Active","","08-Aug-2022 10:55","","Invoice amount","Not Applicable","Not Applicable"
"advance_payment_annual_discount_62819_1659974166","Advance payment annual discount 62819_1659974166","","Percentage","17.0","","","Forever","","","","1","","","0","Active","","08-Aug-2022 15:56","","Invoice amount","Not Applicable","Not Applicable"
"advance_payment_annual_discount_62819_1660060572","Advance payment annual discount 62819_1660060572","","Percentage","17.0","","","Forever","","","","1","","","1","Expired","","09-Aug-2022 15:56","","Invoice amount","Not Applicable","Not Applicable"
"advance_payment_annual_discount_62819_1739288376","Advance payment annual discount 62819_1739288376","","Percentage","17.0","","","Forever","","","","1","","","1","Expired","","11-Feb-2025 15:39","","Invoice amount","Not Applicable","Not Applicable"
"advance_payment_annual_discount_63433_1659690495","Advance payment annual discount 63433_1659690495","","Percentage","17.0","","","Forever","","","","1","","","1","Expired","","05-Aug-2022 09:08","","Invoice amount","Not Applicable","Not Applicable"
"advance_payment_annual_discount_63669_1638511523","Advance payment annual discount 63669_1638511523","","Percentage","17.0","","","Forever","","","","1","","","1","Expired","","03-Dec-2021 06:05","","Invoice amount","Not Applicable","Not Applicable"
"advance_payment_annual_discount_64270_1640160305","Advance payment annual discount 64270_1640160305","","Percentage","17.0","","","Forever","","","","1","","","1","Expired","","22-Dec-2021 08:05","","Invoice amount","Not Applicable","Not Applicable"
"advance_payment_annual_discount_65029_1678885595","Advance payment annual discount 65029_1678885595","","Percentage","17.0","","","Forever","","","","1","","","0","Active","","15-Mar-2023 13:06","","Invoice amount","Not Applicable","Not Applicable"
"advance_payment_annual_discount_65029_1678885736","Advance payment annual discount 65029_1678885736","","Percentage","17.0","","","Forever","","","","1","","","0","Active","","15-Mar-2023 13:08","","Invoice amount","Not Applicable","Not Applicable"
"advance_payment_annual_discount_65029_1678886190","Advance payment annual discount 65029_1678886190","","Percentage","17.0","","","Forever","","","","1","","","0","Active","","15-Mar-2023 13:16","","Invoice amount","Not Applicable","Not Applicable"
"advance_payment_annual_discount_65029_1678887996","Advance payment annual discount 65029_1678887996","","Percentage","17.0","","","Forever","","","","1","","","0","Active","","15-Mar-2023 13:46","","Invoice amount","Not Applicable","Not Applicable"
"advance_payment_annual_discount_65029_1678891604","Advance payment annual discount 65029_1678891604","","Percentage","17.0","","","Forever","","","","1","","","1","Archived","09-May-2024 07:56","15-Mar-2023 14:46","","Invoice amount","Not Applicable","Not Applicable"
"advance_payment_annual_discount_65090_1709567650","Advance payment annual discount 65090_1709567650","","Percentage","17.0","","","Forever","","","","1","","","1","Expired","","04-Mar-2024 15:56","","Invoice amount","Not Applicable","Not Applicable"
"advance_payment_annual_discount_65355_1647610362","Advance payment annual discount 65355_1647610362","","Percentage","17.0","","","Forever","","","","1","","","1","Expired","","18-Mar-2022 13:32","","Invoice amount","Not Applicable","Not Applicable"
"advance_payment_annual_discount_65355_1730275961","Advance payment annual discount 65355_1730275961","","Percentage","17.0","","","Forever","","","","1","","","1","Expired","","30-Oct-2024 08:12","","Invoice amount","Not Applicable","Not Applicable"
"advance_payment_annual_discount_65475_1649330545","Advance payment annual discount 65475_1649330545","","Percentage","17.0","","","Forever","","","","1","","","1","Expired","","07-Apr-2022 11:22","","Invoice amount","Not Applicable","Not Applicable"
"advance_payment_annual_discount_65475_1680858110","Advance payment annual discount 65475_1680858110","","Percentage","17.0","","","Forever","","","","1","","","1","Archived","16-Jan-2025 02:50","07-Apr-2023 09:02","","Invoice amount","Not Applicable","Not Applicable"
"advance_payment_annual_discount_65475_1735555899","Advance payment annual discount 65475_1735555899","","Percentage","17.0","","","Forever","","","","1","","","1","Archived","24-Oct-2025 03:08","30-Dec-2024 10:51","","Invoice amount","Not Applicable","Not Applicable"
"advance_payment_annual_discount_65475_1764324755","Advance payment annual discount 65475_1764324755","","Percentage","17.0","","","Forever","","","","1","","","1","Expired","","28-Nov-2025 10:12","","Invoice amount","Not Applicable","Not Applicable"
"advance_payment_annual_discount_65615_1685107139","Advance payment annual discount 65615_1685107139","","Percentage","17.0","","","Forever","","","","1","","","1","Archived","27-Mar-2025 13:06","26-May-2023 13:19","","Invoice amount","Not Applicable","Not Applicable"
"advance_payment_annual_discount_66060_1750392249","Advance payment annual discount 66060_1750392249","","Percentage","17.0","","","Forever","","","","1","","","1","Expired","","20-Jun-2025 04:04","","Invoice amount","Not Applicable","Not Applicable"
"advance_payment_annual_discount_66098_1652972010","Advance payment annual discount 66098_1652972010","","Percentage","17.0","","","Forever","","","","1","","","1","Expired","","19-May-2022 14:53","","Invoice amount","Not Applicable","Not Applicable"
"advance_payment_annual_discount_66233_1714982969","Advance payment annual discount 66233_1714982969","","Percentage","17.0","","","Forever","","","","1","","","1","Expired","","06-May-2024 08:09","","Invoice amount","Not Applicable","Not Applicable"
"advance_payment_annual_discount_67018_1658474086","Advance payment annual discount 67018_1658474086","","Percentage","17.0","","","Forever","","","","1","","","1","Expired","","22-Jul-2022 07:14","","Invoice amount","Not Applicable","Not Applicable"
"advance_payment_annual_discount_67037_1658412372","Advance payment annual discount 67037_1658412372","","Percentage","17.0","","","Forever","","","","1","","","1","Expired","","21-Jul-2022 14:06","","Invoice amount","Not Applicable","Not Applicable"
"advance_payment_annual_discount_67202_1742894320","Advance payment annual discount 67202_1742894320","","Percentage","17.0","","","Forever","","","","1","","","1","Expired","","25-Mar-2025 09:18","","Invoice amount","Not Applicable","Not Applicable"
"advance_payment_annual_discount_67287_1740644269","Advance payment annual discount 67287_1740644269","","Percentage","17.0","","","Forever","","","","1","","","1","Archived","17-Feb-2026 03:14","27-Feb-2025 08:17","","Invoice amount","Not Applicable","Not Applicable"
"advance_payment_annual_discount_67449_1677082224","Advance payment annual discount 67449_1677082224","","Percentage","17.0","","","Forever","","","","1","","","1","Archived","28-Jul-2025 07:54","22-Feb-2023 16:10","","Invoice amount","Not Applicable","Not Applicable"
"advance_payment_annual_discount_67449_1754229924","Advance payment annual discount 67449_1754229924","","Percentage","17.0","","","Forever","","","","1","","","1","Expired","","03-Aug-2025 14:05","","Invoice amount","Not Applicable","Not Applicable"
"advance_payment_annual_discount_68844_1664790795","Advance payment annual discount 68844_1664790795","","Percentage","17.0","","","Forever","","","","1","","","1","Expired","","03-Oct-2022 09:53","","Invoice amount","Not Applicable","Not Applicable"
"advance_payment_annual_discount_68893_1667541475","Advance payment annual discount 68893_1667541475","","Percentage","17.0","","","Forever","","","","1","","","1","Archived","25-Nov-2024 09:17","04-Nov-2022 05:57","","Invoice amount","Not Applicable","Not Applicable"
"advance_payment_annual_discount_69046_1668184532","Advance payment annual discount 69046_1668184532","","Percentage","17.0","","","Forever","","","","1","","","1","Expired","","11-Nov-2022 16:35","","Invoice amount","Not Applicable","Not Applicable"
"advance_payment_annual_discount_69046_1729772297","Advance payment annual discount 69046_1729772297","","Percentage","17.0","","","Forever","","","","1","","","1","Expired","","24-Oct-2024 12:18","","Invoice amount","Not Applicable","Not Applicable"
"advance_payment_annual_discount_69289_1680016322","Advance payment annual discount 69289_1680016322","","Percentage","17.0","","","Forever","","","","1","","","1","Archived","25-Feb-2025 11:21","28-Mar-2023 15:12","","Invoice amount","Not Applicable","Not Applicable"
"advance_payment_annual_discount_69289_1741608213","Advance payment annual discount 69289_1741608213","","Percentage","17.0","","","Forever","","","","1","","","1","Expired","","10-Mar-2025 12:03","","Invoice amount","Not Applicable","Not Applicable"
"advance_payment_annual_discount_69483_1676993579","Advance payment annual discount 69483_1676993579","","Percentage","17.0","","","Forever","","","","1","","","1","Expired","","21-Feb-2023 15:33","","Invoice amount","Not Applicable","Not Applicable"
"advance_payment_annual_discount_69483_1679910777","Advance payment annual discount 69483_1679910777","","Percentage","17.0","","","Forever","","","","1","","","1","Expired","","27-Mar-2023 09:53","","Invoice amount","Not Applicable","Not Applicable"
"advance_payment_annual_discount_69483_1707139686","Advance payment annual discount 69483_1707139686","","Percentage","17.0","","","Forever","","","","1","","","1","Expired","","05-Feb-2024 13:28","","Invoice amount","Not Applicable","Not Applicable"
"advance_payment_annual_discount_69610_1672842041","Advance payment annual discount 69610_1672842041","","Percentage","17.0","","","Forever","","","","1","","","1","Archived","13-Jan-2025 12:05","04-Jan-2023 14:20","","Invoice amount","Not Applicable","Not Applicable"
"advance_payment_annual_discount_69610_1737558526","Advance payment annual discount 69610_1737558526","","Percentage","17.0","","","Forever","","","","1","","","0","Active","","22-Jan-2025 15:08","","Invoice amount","Not Applicable","Not Applicable"
"advance_payment_annual_discount_69610_1737558651","Advance payment annual discount 69610_1737558651","","Percentage","17.0","","","Forever","","","","1","","","0","Active","","22-Jan-2025 15:10","","Invoice amount","Not Applicable","Not Applicable"
"advance_payment_annual_discount_69610_1737559017","Advance payment annual discount 69610_1737559017","","Percentage","17.0","","","Forever","","","","1","","","0","Active","","22-Jan-2025 15:16","","Invoice amount","Not Applicable","Not Applicable"
"advance_payment_annual_discount_69610_1737560824","Advance payment annual discount 69610_1737560824","","Percentage","17.0","","","Forever","","","","1","","","0","Active","","22-Jan-2025 15:47","","Invoice amount","Not Applicable","Not Applicable"
"advance_payment_annual_discount_69610_1737564432","Advance payment annual discount 69610_1737564432","","Percentage","17.0","","","Forever","","","","1","","","1","Archived","30-Dec-2025 15:45","22-Jan-2025 16:47","","Invoice amount","Not Applicable","Not Applicable"
"advance_payment_annual_discount_69610_1769685557","Advance payment annual discount 69610_1769685557","","Percentage","17.0","","","Forever","","","","1","","","1","Expired","","29-Jan-2026 11:19","","Invoice amount","Not Applicable","Not Applicable"
"advance_payment_annual_discount_69831_1679499234","Advance payment annual discount 69831_1679499234","","Percentage","17.0","","","Forever","","","","1","","","1","Expired","","22-Mar-2023 15:33","","Invoice amount","Not Applicable","Not Applicable"
"advance_payment_annual_discount_69834_1673276354","Advance payment annual discount 69834_1673276354","","Percentage","17.0","","","Forever","","","","1","","","1","Archived","10-Dec-2024 08:54","09-Jan-2023 14:59","","Invoice amount","Not Applicable","Not Applicable"
"advance_payment_annual_discount_69834_1733997123","Advance payment annual discount 69834_1733997123","","Percentage","17.0","","","Forever","","","","1","","","0","Active","","12-Dec-2024 09:52","","Invoice amount","Not Applicable","Not Applicable"
"advance_payment_annual_discount_69834_1733997249","Advance payment annual discount 69834_1733997249","","Percentage","17.0","","","Forever","","","","1","","","0","Active","","12-Dec-2024 09:54","","Invoice amount","Not Applicable","Not Applicable"
"advance_payment_annual_discount_69834_1733997616","Advance payment annual discount 69834_1733997616","","Percentage","17.0","","","Forever","","","","1","","","1","Archived","13-Dec-2025 03:10","12-Dec-2024 10:00","","Invoice amount","Not Applicable","Not Applicable"
"advance_payment_annual_discount_69834_1765977870","Advance payment annual discount 69834_1765977870","","Percentage","17.0","","","Forever","","","","1","","","1","Expired","","17-Dec-2025 13:24","","Invoice amount","Not Applicable","Not Applicable"
"advance_payment_annual_discount_69932_1688127401","Advance payment annual discount 69932_1688127401","","Percentage","17.0","","","Forever","","","","1","","","1","Archived","26-Aug-2024 08:37","30-Jun-2023 12:16","","Invoice amount","Not Applicable","Not Applicable"
"advance_payment_annual_discount_69932_1727681844","Advance payment annual discount 69932_1727681844","","Percentage","17.0","","","Forever","","","","1","","","1","Expired","","30-Sep-2024 07:37","","Invoice amount","Not Applicable","Not Applicable"
"advance_payment_annual_discount_69932_1751027369","Advance payment annual discount 69932_1751027369","","Percentage","17.0","","","Forever","","","","1","","","1","Expired","","27-Jun-2025 12:29","","Invoice amount","Not Applicable","Not Applicable"
"advance_payment_annual_discount_69965_1714663129","Advance payment annual discount 69965_1714663129","","Percentage","17.0","","","Forever","","","","1","","","1","Archived","24-Oct-2025 11:39","02-May-2024 15:18","","Invoice amount","Not Applicable","Not Applicable"
"advance_payment_annual_discount_70006_1681893988","Advance payment annual discount 70006_1681893988","","Percentage","17.0","","","Forever","","","","1","","","1","Expired","","19-Apr-2023 08:46","","Invoice amount","Not Applicable","Not Applicable"
"advance_payment_annual_discount_70006_1684740880","Advance payment annual discount 70006_1684740880","","Percentage","17.0","","","Forever","","","","1","","","1","Expired","","22-May-2023 07:35","","Invoice amount","Not Applicable","Not Applicable"
"advance_payment_annual_discount_70744_1680267255","Advance payment annual discount 70744_1680267255","","Percentage","17.0","","","Forever","","","","1","","","1","Expired","","31-Mar-2023 12:54","","Invoice amount","Not Applicable","Not Applicable"
"advance_payment_annual_discount_70755_1679988943","Advance payment annual discount 70755_1679988943","","Percentage","17.0","","","Forever","","","","1","","","0","Active","","28-Mar-2023 07:35","","Invoice amount","Not Applicable","Not Applicable"
"advance_payment_annual_discount_70755_1679989069","Advance payment annual discount 70755_1679989069","","Percentage","17.0","","","Forever","","","","1","","","0","Active","","28-Mar-2023 07:37","","Invoice amount","Not Applicable","Not Applicable"
